Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"""Meshroom"" OR ""alicevision"" from 2017 to 2022","Google Scholar",474,703,3,234.33,1.48,229.83,265.29,2.60,12,20,24,3.20,7,581.17,24.11,185.23,13.71,7.61,"2021-12-11 14:38:12",76.61,2.33,47.2,59.3,11,2018,2022,703,129,77,33,6,10
